edad,fecha_nacimiento,jugador
30 años,24 de agosto de 1992,jemerson
29 años,18 de mayo de 1993,riccardo fiamozzi
31 años,19 de julio de 1991,jean michael seri
30 años,6 de mayo de 1992,carlos ascues
38 años,22 de septiembre de 1984,henok goitom
25 años,13 de diciembre de 1996,aissa laidouni
27 años,19 de julio de 1995,matt miazga
23 años,24 de abril de 1999,jonathan leko
26 años,26 de mayo de 1996,lukas klunter
36 años,11 de mayo de 1986,abou diaby
36 años,21 de abril de 1986,thiago cionek
37 años,10 de agosto de 1985,pablo pa©rez
35 años,26 de junio de 1987,samir
26 años,21 de agosto de 1996,noah joel sarenren bazee
32 años,18 de octubre de 1990,daniel opare
34 años,7 de octubre de 1988,sandro sirigu
33 años,9 de marzo de 1989,alberto pelagotti
27 años,12 de noviembre de 1995,juan mua±oz
25 años,19 de junio de 1997,sheyi ojo
30 años,1 de mayo de 1992,jakob haugaard
26 años,6 de marzo de 1996,antonio la gumina
27 años,21 de diciembre de 1994,daniel amartey
33 años,17 de abril de 1989,charles aranguiz
27 años,21 de octubre de 1995,connor randall
29 años,22 de junio de 1993,danny ward
26 años,3 de enero de 1996,curro
24 años,29 de mayo de 1998,felix passlack
24 años,6 de mayo de 1998,claud adjapong
24 años,8 de enero de 1998,manuel locatelli
56 años,24 de febrero de 1966,miguel angel
35 años,1 de diciembre de 1987,giedrius arlauskis
27 años,29 de marzo de 1995,paul seguin
28 años,7 de marzo de 1994,igor lichnovsky
26 años,18 de julio de 1996,kevin toner
25 años,18 de marzo de 1997,maximilian mittelstadt
27 años,3 de abril de 1995,florian kohls
27 años,3 de julio de 1995,jon bautista
32 años,20 de mayo de 1990,lacina traora©
27 años,11 de febrero de 1995,milan skriniar
29 años,20 de julio de 1993,ander gayoso
27 años,18 de julio de 1995,gautier lloris
28 años,6 de octubre de 1994,matthew pennington
25 años,9 de enero de 1997,simone edera
27 años,6 de mayo de 1995,jose joaquin matos garcia
35 años,3 de julio de 1987,cota¡n
35 años,30 de diciembre de 1986,marcelo da­az
29 años,19 de febrero de 1993,berat djimsiti
26 años,4 de marzo de 1996,fynn arkenberg
29 años,15 de octubre de 1993,anthony walongwa
34 años,9 de febrero de 1988,diego gonzalez
25 años,2 de octubre de 1997,tammy abraham
24 años,30 de junio de 1998,tom davies
25 años,15 de marzo de 1997,jonjoe kenny
25 años,10 de octubre de 1997,kieran dowell
26 años,9 de mayo de 1996,cameron brannagan
23 años,12 de enero de 1999,tyler roberts
25 años,2 de febrero de 1997,sergi canos
NA,NA,sam field
27 años,26 de agosto de 1995,sullay kaikai
24 años,19 de diciembre de 1997,fikayo tomori
26 años,2 de enero de 1996,rees greenwood
27 años,11 de septiembre de 1995,thomas robson
28 años,8 de septiembre de 1994,george honeyman
28 años,3 de febrero de 1994,jordan ikoko
27 años,10 de enero de 1995,erwin koffi
52 años,7 de junio de 1970,cafu
29 años,14 de noviembre de 1993,faiz selemani
30 años,14 de septiembre de 1992,karl toko ekambi
27 años,9 de marzo de 1995,baptiste santamaria
29 años,15 de diciembre de 1992,famara diedhiou
35 años,24 de octubre de 1987,anthony vanden borre
27 años,29 de mayo de 1995,nicolas pepe
30 años,19 de febrero de 1992,simon falette
31 años,19 de noviembre de 1991,florent mollet
27 años,18 de junio de 1995,habib diallo
24 años,22 de julio de 1998,nicolas basin
26 años,24 de diciembre de 1995,lynden gooch
27 años,27 de abril de 1995,paddy mcnair
33 años,30 de septiembre de 1989,nsue
33 años,14 de enero de 1989,adam clayton
35 años,19 de octubre de 1987,george friend
34 años,13 de diciembre de 1987,albert adomah
29 años,15 de enero de 1993,ben gibson
31 años,8 de octubre de 1991,adam forshaw
32 años,14 de febrero de 1990,adama diomande
30 años,14 de octubre de 1992,ahmed musa
32 años,25 de septiembre de 1990,sam clucas
28 años,15 de junio de 1994,vincent janssen
26 años,22 de octubre de 1996,mason holgate
31 años,13 de marzo de 1991,matt phillips
31 años,26 de junio de 1991,andre gray
32 años,27 de octubre de 1990,johann berg gudmundsson
34 años,19 de noviembre de 1988,julio tavares
33 años,27 de agosto de 1989,romain amalfitano
32 años,9 de julio de 1990,lucas lima
33 años,7 de julio de 1989,quentin bernard
25 años,18 de junio de 1997,amine harit
36 años,16 de octubre de 1986,fouad chafik
29 años,8 de mayo de 1993,nicolaj thomsen
27 años,22 de mayo de 1995,dylan bahamboula
29 años,20 de diciembre de 1992,lois diony
29 años,8 de abril de 1993,jeremie bela
35 años,28 de septiembre de 1987,yunis abdelhamid
29 años,15 de marzo de 1993,diego carlos
31 años,29 de septiembre de 1991,jordan marie
37 años,12 de julio de 1985,junior dale
36 años,5 de marzo de 1986,antony robic
29 años,6 de mayo de 1993,anthony koura
34 años,15 de marzo de 1988,joffrey cuffaut
26 años,7 de julio de 1996,youssef ait bennasser
28 años,3 de enero de 1994,modou diagne
27 años,17 de junio de 1995,clement lenglet
28 años,31 de julio de 1994,serge nguessan
29 años,12 de mayo de 1993,tobias badila
33 años,19 de diciembre de 1988,loic puyo
29 años,8 de septiembre de 1993,dalbert
25 años,9 de abril de 1997,vincent marcel
25 años,4 de enero de 1997,arnaud lusamba
28 años,27 de marzo de 1994,yoan cardinale
30 años,12 de febrero de 1992,arnaud souquet
23 años,23 de enero de 1999,malang sarr
26 años,29 de agosto de 1996,anastasios donis
26 años,5 de julio de 1996,adama diakhaby
27 años,20 de septiembre de 1995,rob holding
37 años,17 de septiembre de 1985,tomas hubocan
27 años,27 de abril de 1995,saifeddine khaoui
24 años,8 de febrero de 1998,kelvin adou
24 años,16 de enero de 1998,odsonne edouard
24 años,8 de julio de 1998,yann karamoh
33 años,19 de agosto de 1989,maciej rybus
38 años,19 de agosto de 1984,javier flano
22 años,26 de marzo de 2000,fausto
37 años,1 de marzo de 1985,nauzet
29 años,19 de agosto de 1993,kenan kodro
24 años,10 de febrero de 1998,bunuel
33 años,25 de noviembre de 1989,kike
25 años,9 de julio de 1997,cristian rivera
34 años,2 de enero de 1988,julien cetout
26 años,22 de enero de 1996,kevin ndoram
39 años,24 de enero de 1983,shaun maloney
25 años,25 de octubre de 1997,federico chiesa
31 años,3 de enero de 1991,jerson cabral
34 años,15 de abril de 1988,steven defour
26 años,13 de abril de 1996,marko grujic
35 años,18 de marzo de 1987,gabriel mercado
34 años,22 de enero de 1988,vincent rufli
27 años,5 de febrero de 1995,jon toral
25 años,29 de marzo de 1997,ezequiel ponce
27 años,15 de septiembre de 1995,santos borre
32 años,8 de octubre de 1990,felipe gutierrez
33 años,5 de noviembre de 1989,victor laguardia
24 años,2 de enero de 1998,manu garcia
33 años,15 de noviembre de 1989,daniel torres
30 años,18 de mayo de 1992,fernando pacheco
31 años,2 de febrero de 1991,kiko femenia
25 años,4 de diciembre de 1997,maxime lopez
33 años,19 de febrero de 1989,fernando marcal
25 años,15 de noviembre de 1997,aaron leya iseka
25 años,30 de abril de 1997,alexis mane
32 años,28 de enero de 1990,karljohan johnsson
27 años,2 de febrero de 1995,karol linetty
26 años,11 de febrero de 1996,lucas torreira
26 años,6 de septiembre de 1996,andres tello
26 años,24 de enero de 1996,patrik schick
31 años,22 de julio de 1991,ante budimir
26 años,20 de noviembre de 1996,david concha
26 años,25 de marzo de 1996,vittorio parigini
36 años,12 de octubre de 1986,cristhian stuani
31 años,11 de mayo de 1991,marcus rohden
30 años,5 de julio de 1992,ladislav krejci
30 años,14 de agosto de 1992,bruno martella
27 años,17 de junio de 1995,adam nagy
30 años,15 de febrero de 1992,gianmarco ferrari
30 años,7 de mayo de 1992,simy
31 años,20 de julio de 1991,aniello salzano
27 años,2 de marzo de 1995,nicolo fazzi
30 años,7 de febrero de 1992,ahmad benali
36 años,7 de diciembre de 1986,ledian memushaj
30 años,3 de mayo de 1992,dario zuparic
29 años,30 de septiembre de 1993,francesco zampano
28 años,24 de febrero de 1994,ryan fraser
29 años,23 de septiembre de 1993,jonathan calleri
27 años,2 de octubre de 1995,ashley fletcher
27 años,26 de abril de 1995,dylan saintlouis
27 años,28 de noviembre de 1995,thomas didillon
24 años,25 de febrero de 1998,ismaila sarr
26 años,18 de noviembre de 1996,akram afif
29 años,8 de abril de 1993,mikel vesga
27 años,19 de agosto de 1995,cristiano lombardi
25 años,19 de diciembre de 1996,franck kessie
28 años,25 de julio de 1994,jordan lukaku
28 años,7 de abril de 1994,roberto gagliardini
34 años,16 de junio de 1988,davide di gennaro
41 años,27 de noviembre de 1981,bruno alves
31 años,12 de mayo de 1991,niccolo giannetti
27 años,5 de agosto de 1995,stefano sensi
31 años,31 de julio de 1991,haitam aleesami
32 años,12 de marzo de 1990,ilija nestorovski
25 años,22 de mayo de 1997,roland sallai
28 años,25 de noviembre de 1994,carlos embalo
26 años,28 de febrero de 1996,lucas boye
33 años,7 de junio de 1989,roque mesa
25 años,18 de junio de 1997,rafa mir
38 años,7 de julio de 1984,martin mantovani
27 años,4 de febrero de 1995,pione sisto
NA,NA,alberto
33 años,24 de octubre de 1989,jon serantes
29 años,23 de febrero de 1993,diego rico
34 años,12 de junio de 1988,victor diaz
28 años,8 de enero de 1994,riza durmisi
31 años,20 de mayo de 1991,emre colak
30 años,9 de julio de 1992,borja valle
26 años,26 de noviembre de 1996,marc roca
25 años,1 de junio de 1997,youssef ennesyri
33 años,6 de enero de 1989,sergio leon
29 años,25 de mayo de 1993,pierre leesmelou
34 años,23 de febrero de 1988,nicolas gaitan
37 años,26 de abril de 1985,artem fedetskyy
35 años,22 de noviembre de 1987,michael esser
39 años,2 de agosto de 1983,bastos
27 años,6 de mayo de 1995,marko pjaca
30 años,30 de diciembre de 1991,pape sane
29 años,6 de mayo de 1993,gustavo gomez
32 años,7 de febrero de 1990,gianluca lapadula
30 años,15 de noviembre de 1992,bobby wood
24 años,4 de julio de 1998,aiden oneill
30 años,19 de noviembre de 1992,james tarkowski
31 años,24 de febrero de 1991,christian kabasele
26 años,7 de enero de 1996,isaac success
28 años,13 de septiembre de 1994,joel pohjanpalo
30 años,19 de julio de 1992,michael hector
25 años,14 de febrero de 1997,breel embolo
27 años,1 de agosto de 1995,alessandro deiola
26 años,10 de febrero de 1996,aitor cantalapiedra
25 años,6 de octubre de 1997,theo hernandez
27 años,30 de enero de 1995,marcos llorente
34 años,24 de marzo de 1988,christian santos
27 años,3 de abril de 1995,cristian espinoza
25 años,5 de febrero de 1997,senna miangue
28 años,2 de abril de 1994,janik haberer
32 años,27 de marzo de 1990,amir abrashi
31 años,12 de febrero de 1991,manuel gulde
26 años,23 de mayo de 1996,caglar soyuncu
28 años,16 de abril de 1994,onur bulut
27 años,20 de enero de 1995,sergi samper
27 años,8 de febrero de 1995,alexandru mitrita
32 años,6 de mayo de 1990,peter gulacsi
28 años,17 de marzo de 1994,marcel sabitzer
28 años,17 de noviembre de 1994,benno schmitz
28 años,15 de junio de 1994,yussuf poulsen
31 años,27 de septiembre de 1991,marcel halstenberg
33 años,18 de mayo de 1989,stefan ilsanker
31 años,21 de noviembre de 1991,diego demme
31 años,23 de octubre de 1991,emil forsberg
29 años,17 de septiembre de 1993,massimo bruno
28 años,14 de mayo de 1994,dennis praet
33 años,22 de marzo de 1989,jimmy durmaz
30 años,6 de junio de 1992,marco festa
27 años,28 de marzo de 1995,leonardo capezzi
33 años,10 de mayo de 1989,hrvoje milic
27 años,24 de marzo de 1995,luca lezzerini
26 años,18 de diciembre de 1995,lamin jallow
32 años,7 de noviembre de 1990,daniel ayala
31 años,12 de septiembre de 1991,thomas meunier
30 años,27 de febrero de 1992,leo lacroix
25 años,18 de agosto de 1997,renato sanches
30 años,8 de febrero de 1992,bruno martins indi
34 años,1 de junio de 1988,chicharito
32 años,30 de diciembre de 1989,diallo guidileye
25 años,4 de julio de 1997,vincent marchetti
44 años,25 de diciembre de 1977,tano
26 años,16 de febrero de 1996,sven muller
NA,NA,josip brekalo
25 años,25 de marzo de 1997,mathieu cafaro
26 años,10 de septiembre de 1996,mateo garcia
25 años,19 de diciembre de 1996,mouctar diakhaby
26 años,20 de marzo de 1996,pascal stenzel
26 años,3 de junio de 1996,lukas klostermann
27 años,10 de febrero de 1995,naby keita
28 años,9 de junio de 1994,viktor fischer
27 años,28 de abril de 1995,jonathan benteke
33 años,21 de febrero de 1989,roman bezjak
31 años,7 de enero de 1991,danny blum
25 años,5 de enero de 1997,jesus vallejo
30 años,6 de marzo de 1992,pietro iemmello
29 años,1 de febrero de 1993,robert leipertz
29 años,11 de enero de 1993,will keane
30 años,31 de enero de 1992,jeff hendrick
28 años,3 de octubre de 1994,arrizabalaga
26 años,20 de septiembre de 1996,marlos moreno
29 años,19 de enero de 1993,joao mario
29 años,27 de julio de 1993,omer atzily
27 años,12 de mayo de 1995,mariusz stepinski
30 años,1 de enero de 1992,ivan balliu
30 años,12 de febrero de 1992,darko brasanac
30 años,14 de octubre de 1992,alex alegria
36 años,10 de octubre de 1986,ezequiel garay
33 años,17 de noviembre de 1989,roman zozulia
30 años,7 de abril de 1992,noe dussenne
32 años,20 de junio de 1990,andrea nalini
33 años,1 de julio de 1989,mehdi carcelagonzalez
29 años,27 de julio de 1993,omer atzili
26 años,29 de septiembre de 1996,victorien angban
39 años,30 de julio de 1983,dani gimenez
32 años,8 de julio de 1990,kermit erasmus
25 años,28 de junio de 1997,aleix garcia
33 años,12 de octubre de 1989,ganso
25 años,12 de diciembre de 1996,mohamed mara
NA,NA,gianluca waldschmidt
34 años,18 de junio de 1988,islam slimani
37 años,30 de mayo de 1985,igor lewczuk
31 años,4 de septiembre de 1991,mathieu michel
32 años,24 de enero de 1990,mehdi jean
25 años,24 de julio de 1997,emre mor
34 años,13 de octubre de 1988,alexander szymanowski
25 años,28 de enero de 1997,geoffrey acheampong
27 años,5 de julio de 1995,giovanni simeone
25 años,13 de agosto de 1997,pol lirola
27 años,28 de junio de 1995,jason denayer
26 años,26 de diciembre de 1995,imanol garcia
27 años,18 de marzo de 1995,antonio barreca
34 años,26 de febrero de 1988,sven kums
36 años,28 de enero de 1986,fabio pisacane
31 años,6 de febrero de 1991,aleksandar katai
27 años,19 de marzo de 1995,thomas strakosha
26 años,30 de agosto de 1996,yves bissouma
25 años,11 de mayo de 1997,clement michelin
30 años,27 de julio de 1992,naim sliti
36 años,30 de marzo de 1986,ryan donk
35 años,16 de junio de 1987,denys oliinyk
34 años,25 de enero de 1988,johan gastien
29 años,17 de enero de 1993,adam lang
30 años,21 de junio de 1992,taleb tawatha
27 años,14 de mayo de 1995,mattia aramu
27 años,19 de abril de 1995,erick cabaco
31 años,6 de marzo de 1991,aleksandar dragovic
25 años,7 de abril de 1997,oliver burke
29 años,25 de mayo de 1993,timo letschert
38 años,29 de julio de 1984,romain salin
25 años,10 de marzo de 1997,ousman manneh
33 años,4 de enero de 1989,helder lopes
26 años,7 de agosto de 1996,gauthier hein
22 años,4 de febrero de 2000,vincent thill
25 años,15 de julio de 1997,morgan poaty
26 años,10 de febrero de 1996,emanuel mammana
25 años,28 de junio de 1997,jeanphilippe mateta
29 años,18 de mayo de 1993,luciano neves
27 años,4 de julio de 1995,alex berenguer
26 años,5 de marzo de 1996,olavide
28 años,24 de febrero de 1994,rafa navarro
36 años,21 de abril de 1986,dickson nwakaeme
32 años,5 de febrero de 1990,jordan rhodes
25 años,6 de febrero de 1997,jannes horn
30 años,15 de octubre de 1992,mike van der hoorn
27 años,24 de enero de 1995,yeray
26 años,10 de enero de 1996,issam ben khemis
24 años,17 de junio de 1998,arnaud nordin
38 años,10 de julio de 1984,michael basser chretien
29 años,29 de septiembre de 1993,carlos salcedo
26 años,19 de enero de 1996,jakub jankto
35 años,6 de enero de 1987,federico melchiorri
31 años,9 de febrero de 1991,georg teigl
30 años,25 de julio de 1992,markus henriksen
24 años,6 de julio de 1998,faitout maouassa
24 años,11 de enero de 1998,salih ozcan
38 años,18 de agosto de 1984,yohann riviere
31 años,3 de noviembre de 1991,anthony jung
